"onset","offset","w1m","onset","offset","w2m","onset","offset","w3m","onset","offset","w4m","onset","offset","w5m","onset","offset","w6m","onset","offset","w7m","onset","offset","w8m","onset","offset","w9m","onset","offset","w1f","onset","offset","w2f","onset","offset","w3f","onset","offset","w4f","onset","offset","w5f","onset","offset","w6f","onset","offset","w7f","onset","offset","w8f","onset","offset","w9f"
" 8408"," 9775","default"," 5062"," 5945","default","10365","11115","default","12311","12795","default"," 4893"," 5260","default"," 7243"," 7676","default"," 6295"," 6613","default"," 9810","10459","default"," 7697"," 8215","default"," 7442","11625","default","11415","12280","default","8017","12382","default"," 6516"," 7331","default","12544","13827","default"," 9178","15562","default"," 5439"," 7206","default","6279","10512","default"," 9980","12062","default"
"12691","13292","default","13945","14129","default","25882","26298","default","20278","20694","default","12626","13576","default","11561","12977","default","15111","15478","default","14793","15160","default","12447","13264","default","15492","15875","default","20997","21380","default","","","","11715","12232","default","16593","18993","default","19460","19894","default","10055","10472","default","","","","19581","21329","default"
"23543","24491","default","16229","16546","default","","","","29644","30460","default","25293","25576","default","17559","17943","default","18045","19245","default","28643","29042","default","","","","21892","22292","default","26081","30647","default","","","","21232","21732","default","21811","22676","default","27795","29310","default","20605","22621","default","","","","21779","28662","default"
"26874","27174","default","18162","18628","default","","","","","","","29442","29809","default","","","","22828","23312","default","","","","","","","29258","30341","default","","","","","","","28016","28717","default","27843","29625","default","","","","24721","26338","default","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28472","30205","default","","","","","",""
