"onset","offset","w1m","onset","offset","w2m","onset","offset","w3m","onset","offset","w4m","onset","offset","w5m","onset","offset","w6m","onset","offset","w7m","onset","offset","w8m","onset","offset","w9m","onset","offset","w1f","onset","offset","w2f","onset","offset","w3f","onset","offset","w4f","onset","offset","w5f","onset","offset","w6f","onset","offset","w7f","onset","offset","w8f","onset","offset","w9f"
"2814","4114","default","3201"," 4967","default","6306","7739","default"," 5293"," 6793","default","4495","6046","default","4651"," 6334","default"," 1116"," 1283","default","1227"," 2580","default"," 1243"," 3159","default","2783","7390","default","4798","8898","default","2965","7231","default"," 844"," 1061","default"," 1902"," 7417","default","1641","6657","default"," 2297"," 9747","default"," 1534"," 6597","default","1978","5310","default"
"4781","5680","default","5633"," 8134","default","8472","9689","default"," 8527","11211","default","7012","9179","default","6817"," 8900","default"," 1933"," 3117","default","5875"," 8376","default"," 4342"," 5759","default","","","","","","","","","","3511"," 8661","default"," 8352","10968","default","7724","8658","default","10697","11630","default","15398","15997","default","","",""
"","","","9534","14006","default","","","","11759","13427","default","","","","9693","11267","default"," 3767"," 3952","default","9018","10276","default","22160","22742","default","","","","","","","","","","9894","11294","default","12735","14269","default","","","","","","","","","","","",""
"","","","","","","","","","14626","16027","default","","","","","",""," 7233","10850","default","","","","24875","25291","default","","","","","","","","","","","","","17457","24169","default","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","11338","12833","default","","","","26591","29559","default","","","","","","","","","","","","","28402","30752","default","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","32208","33975","default","","","","","","","","","","","","","31285","32969","default","","","","","","","","","","","",""
