w1f.ordinal,w1f.onset,w1f.offset,w1f.w1f,w1m.ordinal,w1m.onset,w1m.offset,w1m.w1m,w2f.ordinal,w2f.onset,w2f.offset,w2f.w2f,w2m.ordinal,w2m.onset,w2m.offset,w2m.w2m,w3f.ordinal,w3f.onset,w3f.offset,w3f.w3f,w3m.ordinal,w3m.onset,w3m.offset,w3m.w3m,w4f.ordinal,w4f.onset,w4f.offset,w4f.w4f,w4m.ordinal,w4m.onset,w4m.offset,w4m.w4m,w5f.ordinal,w5f.onset,w5f.offset,w5f.w5f,w5m.ordinal,w5m.onset,w5m.offset,w5m.w5m,w6f.ordinal,w6f.onset,w6f.offset,w6f.w6f,w6m.ordinal,w6m.onset,w6m.offset,w6m.w6m,w7f.ordinal,w7f.onset,w7f.offset,w7f.w7f,w7m.ordinal,w7m.onset,w7m.offset,w7m.w7m,w8f.ordinal,w8f.onset,w8f.offset,w8f.w8f,w8m.ordinal,w8m.onset,w8m.offset,w8m.w8m,w9f.ordinal,w9f.onset,w9f.offset,w9f.w9f,w9m.ordinal,w9m.onset,w9m.offset,w9m.w9m,
,,,,0,4981,5562,"t",0,2820,5286,"s",0,10632,12300,"u",0,6378,8710,"s",0,16792,17625,"t",,,,,0,22671,23901,"t",0,8287,10987,"e",0,6569,7936,"t",,,,,,,,,,,,,0,8680,9613,"t",,,,,0,24655,24955,"t",,,,,0,22713,24112,"s",
,,,,1,9596,9861,"t",,,,,,,,,,,,,1,18926,19891,"t",,,,,,,,,,,,,1,14034,14785,"t",,,,,,,,,,,,,1,29276,30025,"s",,,,,,,,,,,,,1,25730,27078,"s",
