w1f.ordinal,w1f.onset,w1f.offset,w1f.w1f,w1m.ordinal,w1m.onset,w1m.offset,w1m.w1m,w2f.ordinal,w2f.onset,w2f.offset,w2f.w2f,w2m.ordinal,w2m.onset,w2m.offset,w2m.w2m,w3f.ordinal,w3f.onset,w3f.offset,w3f.w3f,w3m.ordinal,w3m.onset,w3m.offset,w3m.w3m,w4f.ordinal,w4f.onset,w4f.offset,w4f.w4f,w4m.ordinal,w4m.onset,w4m.offset,w4m.w4m,w5f.ordinal,w5f.onset,w5f.offset,w5f.w5f,w5m.ordinal,w5m.onset,w5m.offset,w5m.w5m,w6f.ordinal,w6f.onset,w6f.offset,w6f.w6f,w6m.ordinal,w6m.onset,w6m.offset,w6m.w6m,w7f.ordinal,w7f.onset,w7f.offset,w7f.w7f,w7m.ordinal,w7m.onset,w7m.offset,w7m.w7m,w8f.ordinal,w8f.onset,w8f.offset,w8f.w8f,w8m.ordinal,w8m.onset,w8m.offset,w8m.w8m,w9f.ordinal,w9f.onset,w9f.offset,w9f.w9f,w9m.ordinal,w9m.onset,w9m.offset,w9m.w9m,
0,2088,6227,"e",0,3138,7795,"k",0,3298,9072,"e",0,4422,7526,"k",0,3204,8895,"e",0,1146,3983,"s",0,3426,11502,"e",0,3170,4973,"s",0,1596,9389,"e",0,1837,3688,"k",0,3542,10086,"e",0,2516,4953,"s",0,4272,17375,"e",0,3465,5071,"s",0,4030,8787,"e",0,3286,6791,"s",0,1483,6156,"e",0,4012,7983,"s",
1,6760,9031,"k",1,10514,14068,"k",1,23326,25233,"k",1,8628,11415,"u",1,9780,10631,"k",1,5236,7291,"s",1,23753,31680,"k",1,5490,8527,"s",1,9889,12575,"k",1,4957,9063,"k",1,10804,16893,"k",1,6188,8074,"s",,,,,1,6353,8339,"s",,,,,1,7860,8928,"k",1,6589,7140,"s",1,8467,10287,"s",
2,10717,11134,"d",2,15120,16739,"s",,,,,2,12116,13851,"k",2,12518,12985,"l",2,8291,9074,"t",,,,,2,12750,15670,"k",2,25577,27212,"k",2,11049,14321,"s",,,,,2,9812,11446,"k",,,,,2,8940,10408,"s",,,,,2,10129,11998,"s",,,,,2,11338,12839,"s",
3,29508,30593,"e",3,17524,19225,"s",,,,,3,14302,15987,"s",3,14820,18591,"k",3,13380,14915,"k",,,,,3,16254,18757,"k",,,,,3,17524,18676,"l",,,,,3,12981,16403,"k",,,,,3,10759,12478,"s",,,,,3,12566,14383,"s",,,,,3,14358,15493,"l",
,,,,4,20160,22540,"k",,,,,4,18425,19711,"t",4,18961,19527,"l",4,15666,17719,"k",,,,,4,19910,22797,"k",,,,,4,23833,24618,"k",,,,,4,26766,27066,"l",,,,,4,13059,15346,"s",,,,,4,14884,16085,"s",,,,,4,17195,17946,"l",
,,,,,,,,,,,,,,,,,,,,5,18153,19255,"t",,,,,5,23666,28388,"k",,,,,,,,,,,,,5,31406,31890,"l",,,,,,,,,,,,,5,17654,18756,"k",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20291,21509,"t",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23962,25415,"s",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,26165,26866,"t",,,,,,,,,
